"Series";"Time";"Value"
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:16:50-03:00";0.057
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:17:20-03:00";0.064
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:17:50-03:00";0.075
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:18:20-03:00";0.07
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:22:20-03:00";0.07
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:22:50-03:00";0.069
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:23:20-03:00";0.067
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:23:50-03:00";0.066
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:24:20-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:24:50-03:00";0.061
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:25:20-03:00";0.058
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:25:50-03:00";0.054
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:26:20-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:28:50-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:29:20-03:00";0.053
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:29:50-03:00";0.058
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:30:20-03:00";0.056
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:30:50-03:00";0.067
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:31:20-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:31:50-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:32:20-03:00";0.062
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:32:50-03:00";0.064
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:33:20-03:00";0.062
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:33:50-03:00";0.056
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:34:20-03:00";0.069
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:34:50-03:00";0.054
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:35:20-03:00";0.057
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:35:50-03:00";0.064
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:36:20-03:00";0.081
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:36:50-03:00";0.06
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:37:20-03:00";0.064
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:37:50-03:00";0.076
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:38:20-03:00";0.061
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:38:50-03:00";0.062
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:39:20-03:00";0.085
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:39:50-03:00";0.068
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:40:20-03:00";0.085
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:40:50-03:00";0.068
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:41:20-03:00";0.119
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:41:50-03:00";0.075
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:42:20-03:00";0.073
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:42:50-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:43:20-03:00";0.072
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:43:50-03:00";0.071
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:44:20-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:44:50-03:00";0.087
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:45:20-03:00";0.058
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:45:50-03:00";0.089
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:46:20-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:48:20-03:00";0.06
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:48:50-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:49:20-03:00";0.067
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:49:50-03:00";0.069
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:50:20-03:00";0.068
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:50:50-03:00";0.066
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:51:20-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:53:50-03:00";0.062
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:54:20-03:00";0.073
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:54:50-03:00";0.062
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:55:20-03:00";0.058
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:55:50-03:00";0.061
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:56:20-03:00";0.057
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:56:50-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:57:20-03:00";0.059
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:57:50-03:00";0.054
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:58:20-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:58:50-03:00";0.061
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:59:20-03:00";0.075
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T01:59:50-03:00";0.06
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:00:20-03:00";0.064
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:00:50-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:01:20-03:00";0.058
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:01:50-03:00";0.063
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:02:20-03:00";0.073
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:02:50-03:00";0.072
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:03:20-03:00";0.067
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:03:50-03:00";0.078
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:04:20-03:00";0.059
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:04:50-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:05:20-03:00";0.071
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:05:50-03:00";0.074
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:06:20-03:00";0.07
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:06:50-03:00";0.068
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:07:20-03:00";0.059
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:07:50-03:00";0.064
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:08:20-03:00";0.073
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:08:50-03:00";0.068
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:09:20-03:00";0.059
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:09:50-03:00";0.066
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:10:20-03:00";0.074
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:10:50-03:00";0.069
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:11:20-03:00";0.067
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:11:50-03:00";0.07
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:12:20-03:00";0.073
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:12:50-03:00";0.081
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:13:20-03:00";0.068
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:13:50-03:00";0.08
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:16:21-03:00";0.154
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:16:51-03:00";0.166
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:17:21-03:00";0.136
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:17:51-03:00";0.14
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:18:21-03:00";0.181
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:18:51-03:00";0.149
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:19:21-03:00";0.141
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:19:51-03:00";0.187
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:20:21-03:00";0.129
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:20:51-03:00";0.156
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:23:21-03:00";0.136
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:23:51-03:00";0.142
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:24:21-03:00";0.144
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:24:51-03:00";0.147
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:25:21-03:00";0.15
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:25:51-03:00";0.157
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:26:21-03:00";0.144
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:26:51-03:00";0.149
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:27:21-03:00";0.162
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:27:51-03:00";0.145
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:28:21-03:00";0.135
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:28:51-03:00";0.126
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:29:21-03:00";0.138
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:29:51-03:00";0.15
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:30:21-03:00";0.136
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:30:51-03:00";0.133
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:31:21-03:00";0.156
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:31:51-03:00";0.126
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:32:21-03:00";0.145
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:32:51-03:00";0.151
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:33:21-03:00";0.131
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:33:51-03:00";0.143
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:34:21-03:00";0.152
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:34:51-03:00";0.144
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:35:21-03:00";0.147
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:35:51-03:00";0.131
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:36:21-03:00";0.143
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:36:51-03:00";0.159
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:37:21-03:00";0.158
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:37:51-03:00";0.153
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:38:21-03:00";0.152
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:38:51-03:00";0.146
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:39:21-03:00";0.157
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:39:51-03:00";0.148
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:40:21-03:00";0.154
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:40:51-03:00";0.16
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:41:21-03:00";0.155
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:41:51-03:00";0.192
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:43:51-03:00";0.088
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:44:21-03:00";0.085
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:44:51-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:45:21-03:00";0.093
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:45:51-03:00";0.134
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:46:21-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:46:51-03:00";0.123
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:47:21-03:00";0.113
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:47:51-03:00";0.114
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:48:21-03:00";0.118
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:50:51-03:00";0.512
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:51:21-03:00";0.088
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:51:51-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:52:21-03:00";0.091
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:52:51-03:00";0.113
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:53:21-03:00";0.091
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:53:51-03:00";0.091
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:54:21-03:00";0.094
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:54:51-03:00";0.106
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:55:21-03:00";0.097
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:55:51-03:00";0.1
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:56:21-03:00";0.085
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:56:51-03:00";0.081
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:57:21-03:00";0.104
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:57:51-03:00";0.11
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:58:21-03:00";0.1
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:58:51-03:00";0.119
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:59:21-03:00";0.102
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T02:59:51-03:00";0.109
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:00:21-03:00";0.105
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:00:51-03:00";0.107
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:01:21-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:01:51-03:00";0.102
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:02:21-03:00";0.089
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:02:51-03:00";0.091
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:03:21-03:00";0.083
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:03:51-03:00";0.108
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:04:21-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:04:51-03:00";0.088
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:05:21-03:00";0.099
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:05:51-03:00";0.098
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:06:21-03:00";0.103
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:06:51-03:00";0.102
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:07:21-03:00";0.099
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:07:51-03:00";0.11
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:08:21-03:00";0.101
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:08:51-03:00";0.131
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:09:21-03:00";0.081
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:09:51-03:00";0.092
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:10:21-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:10:51-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:11:21-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:11:51-03:00";0.089
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:12:21-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:12:51-03:00";0.088
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:13:21-03:00";0.08
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:14:51-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:15:21-03:00";0.08
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:18:21-03:00";0.074
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:18:51-03:00";0.07
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:19:21-03:00";0.065
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:19:51-03:00";0.076
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:20:21-03:00";0.077
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:20:51-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:21:21-03:00";0.081
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:21:51-03:00";0.088
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:22:21-03:00";0.074
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:22:51-03:00";0.066
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:23:21-03:00";0.069
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:23:51-03:00";0.078
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:24:21-03:00";0.067
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:24:51-03:00";0.076
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:25:21-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:25:51-03:00";0.073
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:26:21-03:00";0.075
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:26:51-03:00";0.097
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:27:21-03:00";0.087
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:27:51-03:00";0.099
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:28:21-03:00";0.077
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:28:51-03:00";0.135
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:29:21-03:00";0.103
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:29:51-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:30:21-03:00";0.136
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:30:51-03:00";0.087
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:31:21-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:31:51-03:00";0.081
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:32:21-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:32:51-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:33:21-03:00";0.071
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:33:51-03:00";0.07
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:34:21-03:00";0.114
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:34:51-03:00";0.074
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:35:21-03:00";0.091
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:35:51-03:00";0.112
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:36:21-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:36:51-03:00";0.072
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:37:21-03:00";0.075
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:39:21-03:00";0.276
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:39:51-03:00";0.239
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:40:21-03:00";0.258
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:42:51-03:00";0.364
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:43:21-03:00";0.236
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:43:51-03:00";0.249
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:44:21-03:00";0.252
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:44:51-03:00";0.269
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:45:21-03:00";0.228
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:45:51-03:00";0.248
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:46:21-03:00";0.26
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:46:51-03:00";0.259
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:47:21-03:00";0.259
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:47:51-03:00";0.251
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:48:21-03:00";0.24
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:48:51-03:00";0.232
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:49:21-03:00";0.261
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:49:51-03:00";0.262
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:50:21-03:00";0.268
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:50:51-03:00";0.256
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:51:21-03:00";0.259
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:51:51-03:00";0.24
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:52:21-03:00";0.255
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:52:51-03:00";0.257
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:53:21-03:00";0.272
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:53:51-03:00";0.277
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:54:21-03:00";0.273
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:54:51-03:00";0.294
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:55:21-03:00";0.268
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:55:51-03:00";0.292
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:56:21-03:00";0.243
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:56:51-03:00";0.274
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:57:21-03:00";0.234
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:57:51-03:00";0.276
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:58:21-03:00";0.313
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:58:51-03:00";0.283
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:59:21-03:00";0.26
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T03:59:51-03:00";0.277
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:00:21-03:00";0.296
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:01:51-03:00";0.521
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:02:21-03:00";0.103
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:02:51-03:00";0.104
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:05:21-03:00";0.094
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:05:51-03:00";0.095
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:06:21-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:06:51-03:00";0.092
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:07:21-03:00";0.101
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:07:51-03:00";0.086
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:08:21-03:00";0.082
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:08:51-03:00";0.091
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:09:21-03:00";0.084
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:09:51-03:00";0.096
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:10:21-03:00";0.089
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:10:51-03:00";0.102
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:11:21-03:00";0.106
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:11:51-03:00";0.102
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:12:21-03:00";0.098
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:14:51-03:00";0.115
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:15:21-03:00";0.116
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:15:51-03:00";0.098
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:16:21-03:00";0.097
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:16:51-03:00";0.097
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:17:21-03:00";0.088
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:17:51-03:00";0.09
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:18:21-03:00";0.098
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:18:51-03:00";0.117
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:19:21-03:00";0.09
"TEL.NAOMI.WFS.RMS_AT3";"2023-10-21T04:19:51-03:00";0.102
